2.800000000000e+02 0.000000000000e+00 0.000000000000e+00 9.285714285714e+00
2.799900000000e+02 9.285548473336e-02 9.285880105980e-02 9.286045930212e+00
2.799800000000e+02 1.857142857932e-01 1.857209186830e-01 9.286377598400e+00
2.799700000000e+02 2.785764034166e-01 2.785863531066e-01 9.286709290281e+00
2.799600000000e+02 3.714418378402e-01 3.714551045680e-01 9.287041005858e+00
2.799500000000e+02 4.643105893012e-01 4.643271733031e-01 9.287372745133e+00
2.799400000000e+02 5.571826580364e-01 5.572025595495e-01 9.287704508109e+00
2.799300000000e+02 6.500580442828e-01 6.500812635441e-01 9.288036294788e+00
2.799200000000e+02 7.429367482776e-01 7.429632855241e-01 9.288368105173e+00
2.799100000000e+02 8.358187702576e-01 8.358486257264e-01 9.288699939266e+00
2.799000000000e+02 9.287041104600e-01 9.287372843888e-01 9.289031797070e+00
2.798900000000e+02 1.021592769122e+00 1.021629261747e+00 9.289363678588e+00
2.798800000000e+02 1.114484746481e+00 1.114524558039e+00 9.289695583822e+00
2.798700000000e+02 1.207380042773e+00 1.207423173503e+00 9.290027512774e+00
2.798600000000e+02 1.300278658236e+00 1.300325108374e+00 9.290359465447e+00
2.798500000000e+02 1.393180593107e+00 1.393230362890e+00 9.290691441844e+00
2.798400000000e+02 1.486085847624e+00 1.486138937290e+00 9.291023441967e+00
2.798300000000e+02 1.578994422023e+00 1.579050831809e+00 9.291355465819e+00
2.798200000000e+02 1.671906316542e+00 1.671966046685e+00 9.291687513401e+00
2.798100000000e+02 1.764821531419e+00 1.764884582156e+00 9.292019584718e+00
2.798000000000e+02 1.857740066890e+00 1.857806438459e+00 9.292351679771e+00
2.797900000000e+02 1.950661923192e+00 1.950731615831e+00 9.292683798563e+00
2.797800000000e+02 2.043587100564e+00 2.043660114510e+00 9.293015941097e+00
2.797700000000e+02 2.136515599243e+00 2.136591934732e+00 9.293348107374e+00
2.797600000000e+02 2.229447419465e+00 2.229527076736e+00 9.293680297398e+00
2.797500000000e+02 2.322382561469e+00 2.322465540759e+00 9.294012511171e+00
2.797400000000e+02 2.415321025492e+00 2.415407327038e+00 9.294344748695e+00
2.797300000000e+02 2.508262811772e+00 2.508352435812e+00 9.294677009974e+00
